"spkid","pha","H","e","a","q","i","moid","class","om","ad","per_y","epoch"
54225495,N,23.06,0.2269,1.418,1.096,19.58,0.14,AMO,70.23,1.74,1.69,2460200.5
54225496,N,28.19,0.3680,1.408,0.890,4.08,0.00124,APO,57.89,1.93,1.67,2459547.5
54225497,N,27.71,0.4539,1.664,0.908,8.92,0.00982,APO,245.90,2.42,2.15,2460200.5
54225500,N,23.98,0.2130,1.31,1.031,18.46,0.0577,AMO,246.53,1.59,1.5,2460200.5
54225499,N,27.65,0.5160,1.47,0.711,11.49,0.00262,APO,67.10,2.23,1.78,2459548.5
54225501,N,24.98,0.5328,2.17,1.014,8.20,0.0295,APO,75.20,3.33,3.2,2460200.5
54225506,N,20.19,0.4811,2.274,1.180,6.25,0.176,AMO,359.87,3.37,3.43,2459548.5
54225507,N,25.95,0.5817,2.486,1.040,2.26,0.0547,AMO,240.85,3.93,3.92,2459550.5
54225508,N,30.43,0.2514,1.28,0.959,0.40,0.00103,APO,61.60,1.60,1.45,2460200.5
54225509,N,30.66,0.0989,1.098,0.989,2.76,0.00338,APO,67.24,1.21,1.15,2460200.5
54225512,N,26.71,0.3505,1.517,0.986,7.46,0.0263,APO,247.90,2.05,1.87,2459549.5
54225511,N,24.88,0.4803,1.371,0.713,29.23,0.00249,APO,245.44,2.03,1.61,2459548.5
54225510,N,21.80,0.5366,2.461,1.141,12.57,0.185,AMO,276.97,3.78,3.86,2460200.5
54225706,N,24.96,0.5568,2.4,1.064,2.31,0.0783,AMO,91.30,3.74,3.72,2459545.5
54225707,N,22.61,0.2428,1.636,1.239,13.07,0.261,AMO,61.69,2.03,2.09,2460200.5
54225708,N,20.77,0.8796,2.565,0.309,12.14,0.184,APO,282.00,4.82,4.11,2459548.5
54225709,N,24.76,0.5955,1.936,0.783,0.92,0.00275,APO,71.50,3.09,2.69,2459553.5
54225710,N,27.29,0.2729,1.31,0.953,3.39,0.00208,APO,256.88,1.67,1.5,2460200.5
54225711,N,25.73,0.4015,1.721,1.030,13.97,0.0575,AMO,62.05,2.41,2.26,2459547.5
54225712,N,28.32,0.4833,1.794,0.927,1.00,0.00579,APO,77.29,2.66,2.4,2459548.5
54225713,N,22.76,0.1743,1.331,1.099,17.82,0.149,AMO,63.71,1.56,1.54,2460200.5
54225714,N,27.42,0.5736,2.395,1.021,4.81,0.0351,AMO,249.51,3.77,3.71,2459549.5
54225715,N,27.14,0.1580,1.203,1.013,15.19,0.0285,APO,246.91,1.39,1.32,2460200.5
54225716,N,23.42,0.3302,1.096,0.734,28.98,0.171,APO,73.02,1.46,1.15,2460200.5
54225718,N,22.40,0.5955,2.867,1.160,3.13,0.18,AMO,68.31,4.57,4.85,2460200.5
54225717,N,24.61,0.4482,1.071,0.591,1.85,0.00857,APO,240.40,1.55,1.11,2459548.5
54225719,N,29.09,0.1073,1.109,0.990,2.43,0.00963,APO,249.60,1.23,1.17,2460200.5
54225721,N,24.58,0.5064,2.098,1.035,4.50,0.0546,AMO,64.11,3.16,3.04,2459552.5
54225723,N,22.63,0.6027,2.973,1.181,17.37,0.27,AMO,237.65,4.76,5.13,2460200.5
54225727,N,23.63,0.3321,1.793,1.198,7.44,0.214,AMO,241.27,2.39,2.4,2460200.5
54225728,N,24.58,0.1613,1.07,0.897,4.35,0.0281,APO,241.23,1.24,1.11,2460200.5
54225729,N,25.85,0.6228,2.508,0.946,2.01,0.00516,APO,232.40,4.07,3.97,2459550.5
54225730,N,23.61,0.1377,1.316,1.135,23.95,0.19,AMO,244.09,1.50,1.51,2459550.5
54225731,N,25.08,0.5685,2.442,1.054,1.19,0.0674,AMO,289.56,3.83,3.82,2459553.5
54225733,N,23.57,0.3655,1.511,0.959,18.08,0.159,APO,55.40,2.06,1.86,2459545.5
54225734,N,26.66,0.4974,1.993,1.002,6.62,0.0322,APO,244.58,2.98,2.81,2459548.5
54225735,N,26.47,0.5120,1.813,0.885,9.18,0.0184,APO,62.02,2.74,2.44,2459546.5
54226107,N,21.46,0.5601,2.647,1.164,26.92,0.398,AMO,76.33,4.13,4.31,2459553.5
54226111,N,25.07,0.1987,1.309,1.049,8.24,0.0669,AMO,70.74,1.57,1.5,2460200.5
54226112,N,25.95,0.3459,1.097,0.717,13.06,0.0354,APO,65.48,1.48,1.15,2459548.5
54226113,N,23.01,0.7687,1.454,0.336,8.44,0.0939,APO,283.72,2.57,1.75,2459551.5
54226117,N,23.91,0.2835,1.467,1.051,21.02,0.144,AMO,74.53,1.88,1.78,2459554.5
54226118,N,24.98,0.2877,1.582,1.127,23.07,0.173,AMO,69.10,2.04,1.99,2459550.5
54226407,N,21.55,0.3256,1.627,1.097,33.85,0.222,AMO,254.30,2.16,2.08,2459551.5
54226419,N,25.28,0.5498,2.471,1.113,2.61,0.128,AMO,33.34,3.83,3.88,2459549.5
54228536,N,21.10,0.3760,1.523,0.951,20.52,0.0589,APO,284.57,2.10,1.88,2460200.5
54239534,Y,19.81,0.7018,2.614,0.779,17.75,0.00124,APO,318.72,4.45,4.23,2460200.5
54225720,N,28.43,0.7115,2.602,0.751,1.37,0.00525,APO,54.48,4.45,4.2,2459550.5
54225722,N,26.29,0.2281,1.197,0.924,9.50,0.00016,APO,254.53,1.47,1.31,2460200.5
54225724,N,25.27,0.5877,2.539,1.047,1.88,0.0689,AMO,341.96,4.03,4.05,2460200.5
54225725,N,28.79,0.1089,1.073,0.956,3.17,0.00248,APO,253.60,1.19,1.11,2460200.5
54225726,N,28.35,0.3216,0.8156,0.553,4.37,0.00454,ATE,249.54,1.08,0.737,2460200.5
54225732,N,27.93,0.1741,0.9541,0.788,3.73,0.0016,ATE,258.48,1.12,0.932,2460200.5
54226108,N,24.04,0.0339,1.05,1.014,32.55,0.0416,APO,69.54,1.09,1.08,2460200.5
54226109,N,28.79,0.6799,2.994,0.958,0.30,0.000934,APO,259.65,5.03,5.18,2460200.5
54226110,N,27.20,0.3632,0.7474,0.476,8.58,0.000692,ATE,66.19,1.02,0.646,2459550.5
54226114,N,24.07,0.7078,1.114,0.325,19.86,0.0521,APO,72.84,1.90,1.18,2459553.5
54226115,N,24.62,0.4087,1.575,0.931,24.92,0.0266,APO,62.62,2.22,1.98,2459550.5
54226116,N,25.30,0.6822,2.653,0.843,15.94,0.0154,APO,254.04,4.46,4.32,2459550.5
54226120,N,30.10,0.3194,1.029,0.700,7.14,0.00021,APO,248.00,1.36,1.04,2460200.5
54226119,N,23.82,0.2897,1.583,1.124,33.95,0.147,AMO,69.35,2.04,1.99,2459550.5
54226121,N,25.39,0.5827,2.297,0.958,22.84,0.0774,APO,70.88,3.63,3.48,2459550.5
54226122,N,23.22,0.2487,1.42,1.067,3.85,0.103,AMO,19.73,1.77,1.69,2460200.5
54226123,N,28.21,0.2988,0.8243,0.578,6.43,0.0031,ATE,248.58,1.07,0.748,2460200.5
54226400,N,26.98,0.4097,0.7228,0.427,6.31,0.00908,ATE,65.28,1.02,0.615,2459550.5
54226401,N,21.89,0.4844,1.664,0.858,8.20,0.066,APO,357.96,2.47,2.15,2460200.5
54226402,N,24.29,0.5833,2.738,1.141,11.24,0.161,AMO,78.44,4.34,4.53,2459549.5
54226403,N,26.07,0.5439,2.319,1.058,1.49,0.0772,AMO,167.81,3.58,3.53,2459546.5
54226405,N,24.06,0.4707,1.53,0.810,14.06,0.0118,APO,65.63,2.25,1.89,2460200.5
54226404,N,29.54,0.3927,1.509,0.916,0.50,0.0021,APO,86.30,2.10,1.85,2460200.5
54226406,N,27.38,0.1079,1.051,0.938,8.17,0.0194,APO,57.51,1.16,1.08,2460200.5
54226408,N,25.79,0.5062,1.556,0.768,8.32,0.0277,APO,75.08,2.34,1.94,2459553.5
54226409,N,25.23,0.2790,1.351,0.974,28.27,0.0734,APO,71.67,1.73,1.57,2459551.5
54226410,N,26.32,0.2348,1.078,0.825,10.82,0.000502,APO,71.39,1.33,1.12,2460200.5
54226411,N,23.93,0.5397,2.413,1.110,15.36,0.18,AMO,74.33,3.71,3.75,2459547.5
54226412,N,25.45,0.1465,1.202,1.026,24.02,0.121,AMO,251.38,1.38,1.32,2459552.5
54226413,N,26.74,0.5021,1.956,0.974,8.07,0.0189,APO,73.54,2.94,2.74,2459553.5
54226414,N,18.17,0.7933,2.355,0.487,24.12,0.36,APO,66.76,4.22,3.61,2460200.5
54226415,N,27.76,0.5868,1.154,0.477,7.76,0.00138,APO,247.15,1.83,1.24,2459551.5
54226416,N,28.60,0.3922,1.634,0.993,0.48,0.0119,APO,185.01,2.28,2.09,2460200.5
54226417,N,25.03,0.3220,1.415,0.960,13.38,0.042,APO,243.43,1.87,1.68,2459551.5
54226418,N,22.92,0.6821,2.142,0.681,5.70,0.0123,APO,249.30,3.60,3.13,2459552.5
54226787,N,23.60,0.6382,1.979,0.716,4.21,0.000277,APO,96.63,3.24,2.78,2459552.5
54226786,N,27.82,0.2433,1.057,0.800,7.35,0.0177,APO,253.06,1.31,1.09,2460200.5
54226788,N,24.98,0.1794,1.318,1.081,18.63,0.106,AMO,74.61,1.55,1.51,2459553.5
54226789,N,23.61,0.3296,1.719,1.152,26.90,0.249,AMO,75.99,2.29,2.25,2459552.5
54226790,N,23.94,0.1628,1.343,1.125,30.77,0.141,AMO,68.85,1.56,1.56,2459552.5
54226792,N,22.02,0.5377,0.896,0.414,10.85,0.0873,ATE,317.19,1.38,0.848,2460200.5
54226791,N,29.77,0.4656,1.689,0.903,3.39,0.00122,APO,74.22,2.48,2.2,2460200.5
54226793,N,27.30,0.2421,1.184,0.898,7.15,0.00712,APO,76.23,1.47,1.29,2460200.5
54226795,N,28.03,0.3830,1.462,0.902,1.24,0.00498,APO,232.29,2.02,1.77,2460200.5
54226796,Y,21.93,0.4099,1.515,0.894,14.18,0.0328,APO,75.81,2.14,1.87,2460200.5
54226794,N,19.82,0.6790,2.219,0.712,17.75,0.152,APO,311.23,3.73,3.31,2460200.5
54226798,N,25.67,0.3038,1.459,1.016,11.55,0.0392,APO,243.65,1.90,1.76,2459552.5
54226797,N,24.06,0.3990,1.804,1.084,6.43,0.0992,AMO,82.24,2.52,2.42,2460200.5
54226799,N,26.02,0.3033,1.343,0.936,36.56,0.0182,APO,71.13,1.75,1.56,2459552.5
54226800,N,27.36,0.4539,1.792,0.979,6.75,0.00469,APO,253.46,2.61,2.4,2460200.5
54228537,N,25.42,0.5418,1.783,0.817,8.87,0.00786,APO,71.88,2.75,2.38,2460200.5
54228538,N,25.56,0.4461,1.78,0.986,7.98,0.000247,APO,253.51,2.57,2.37,2460200.5
54228539,N,25.42,0.6964,2.482,0.753,2.78,0.0213,APO,104.45,4.21,3.91,2459553.5
54228540,N,22.45,0.5685,1.889,0.815,12.31,0.00698,APO,100.46,2.96,2.6,2459556.5
54228542,Y,19.94,0.4250,1.685,0.969,29.06,0.0122,APO,232.47,2.40,2.19,2460200.5
54228541,N,23.80,0.0378,1.223,1.177,26.13,0.191,AMO,58.18,1.27,1.35,2459551.5
54228543,N,23.12,0.6335,2.211,0.810,6.63,0.0944,APO,334.74,3.61,3.29,2459552.5
54228544,N,28.56,0.3423,1.466,0.964,5.02,0.00329,APO,76.79,1.97,1.77,2460200.5
54228545,N,24.28,0.5331,1.343,0.627,14.94,0.00905,APO,67.43,2.06,1.56,2459556.5
54228546,N,26.14,0.7014,2.282,0.681,6.64,0.0203,APO,88.15,3.88,3.45,2459554.5
54228547,N,26.46,0.5083,2.069,1.017,9.32,0.0373,AMO,78.59,3.12,2.98,2459555.5
54228548,N,22.66,0.6800,1.506,0.482,18.66,0.0769,APO,69.87,2.53,1.85,2459553.5
54228549,N,25.37,0.5979,2.504,1.007,7.09,0.0229,APO,236.92,4.00,3.96,2459557.5
54228587,N,24.72,0.5280,2.235,1.055,7.74,0.0738,AMO,86.93,3.42,3.34,2460200.5
54228588,N,27.21,0.4618,1.799,0.968,2.20,0.00576,APO,88.86,2.63,2.41,2460200.5
54228589,N,24.94,0.2494,1.366,1.025,7.27,0.08,AMO,91.17,1.71,1.6,2459556.5
54228590,N,26.23,0.6476,2.877,1.014,1.77,0.0361,APO,201.07,4.74,4.88,2459555.5
54228591,N,25.06,0.1391,0.9297,0.800,4.25,0.0266,ATE,268.79,1.06,0.896,2460200.5
54228649,N,26.22,0.3786,1.657,1.029,4.42,0.0455,AMO,103.50,2.28,2.13,2460200.5
54228650,N,27.22,0.4793,1.743,0.908,8.86,0.00101,APO,248.52,2.58,2.3,2459556.5
54228651,N,26.10,0.4780,1.877,0.980,7.79,0.00379,APO,73.30,2.77,2.57,2459557.5
54228653,N,23.62,0.1635,1.171,0.979,22.67,0.00867,APO,258.83,1.36,1.27,2460200.5
54228652,N,23.46,0.4088,1.33,0.787,12.55,0.00775,APO,71.08,1.87,1.53,2460200.5
54228654,N,24.85,0.4836,0.7247,0.374,4.94,0.00702,ATE,110.13,1.08,0.617,2459555.5
54228655,N,25.71,0.3912,0.7952,0.484,3.01,0.0134,ATE,232.07,1.11,0.709,2459554.5
54228656,N,24.71,0.7257,2.567,0.704,4.57,0.0134,APO,93.11,4.43,4.11,2459555.5
54228657,N,27.44,0.4570,1.831,0.994,6.75,0.0169,APO,248.98,2.67,2.48,2459554.5
54228658,N,21.73,0.3021,1.485,1.037,29.71,0.114,AMO,79.25,1.93,1.81,2460200.5
54228660,N,26.11,0.5143,2.065,1.003,1.87,0.0168,APO,216.38,3.13,2.97,2459555.5
54228816,N,20.26,0.5139,2.372,1.153,39.29,0.277,AMO,83.55,3.59,3.65,2460200.5
54228817,N,26.69,0.5953,1.76,0.712,8.03,0.00229,APO,75.19,2.81,2.33,2459558.5
54228820,N,26.55,0.4502,1.223,0.672,12.12,0.00983,APO,75.48,1.77,1.35,2459555.5
54228821,N,26.29,0.5294,1.415,0.666,0.95,0.0011,APO,69.18,2.16,1.68,2459558.5
54228822,N,24.20,0.5989,2.465,0.989,17.30,0.0501,APO,76.87,3.94,3.87,2459555.5
54228823,N,24.20,0.0812,1.208,1.110,10.10,0.13,AMO,100.23,1.31,1.33,2460200.5
54228824,N,24.87,0.5832,1.086,0.453,5.94,0.0152,APO,76.06,1.72,1.13,2459556.5
54228825,N,27.32,0.7262,2.22,0.608,7.01,0.00707,APO,74.71,3.83,3.31,2459557.5
54228826,N,26.42,0.3027,1.007,0.702,10.89,0.00459,APO,71.38,1.31,1.01,2459557.5
54229471,N,23.79,0.2532,1.306,0.975,23.35,0.0305,APO,256.75,1.64,1.49,2459559.5
54229473,N,26.76,0.5796,1.428,0.600,0.91,0.000907,APO,71.65,2.26,1.71,2459559.5
54229472,N,26.74,0.4400,1.49,0.834,6.01,0.00493,APO,258.90,2.15,1.82,2459557.5
54229474,N,25.98,0.1894,0.9971,0.808,14.63,0.0309,ATE,257.84,1.19,0.996,2460200.5
54229475,N,28.39,0.4619,1.765,0.950,4.99,0.009,APO,74.79,2.58,2.34,2459557.5
54229476,N,28.64,0.7099,2.181,0.633,1.81,0.000465,APO,257.77,3.73,3.22,2459557.5
54229478,N,24.51,0.3023,1.414,0.987,6.59,0.0636,APO,264.71,1.84,1.68,2460200.5
54229477,N,28.59,0.5665,1.855,0.804,0.52,0.00212,APO,273.12,2.91,2.53,2459557.5
54229746,N,23.66,0.5954,1.845,0.746,7.79,0.00464,APO,72.46,2.94,2.51,2459559.5
54229747,N,25.37,0.5079,1.846,0.908,15.64,0.006,APO,254.08,2.78,2.51,2459560.5
54229748,N,27.05,0.2224,1.176,0.915,11.38,0.0139,APO,75.37,1.44,1.28,2459558.5
54229749,N,26.09,0.5081,1.459,0.718,9.31,0.0106,APO,76.79,2.20,1.76,2459557.5
54229750,N,25.46,0.6108,2.661,1.036,0.10,0.0481,AMO,55.24,4.29,4.34,2460200.5
54229751,N,27.70,0.3515,0.7481,0.485,3.38,0.00206,ATE,260.21,1.01,0.647,2460200.5
54229752,N,25.75,0.3381,1.562,1.034,9.96,0.073,AMO,254.94,2.09,1.95,2459559.5
54229753,N,23.67,0.5363,1.835,0.851,2.43,0.0228,APO,53.79,2.82,2.48,2459556.5
54229754,Y,20.98,0.3964,1.431,0.864,12.15,0.0335,APO,272.36,2.00,1.71,2460200.5
54229942,N,21.95,0.1221,1.232,1.082,17.00,0.115,AMO,98.54,1.38,1.37,2460200.5
54229940,N,25.70,0.6547,2.825,0.975,6.37,0.0128,APO,74.53,4.67,4.75,2459559.5
54229941,N,22.60,0.4333,1.153,0.653,16.30,0.134,APO,261.10,1.65,1.24,2459557.5
54229943,N,23.03,0.4575,2.034,1.104,8.43,0.121,AMO,272.07,2.96,2.9,2460200.5
54229944,N,25.01,0.5389,2.339,1.079,1.60,0.0973,AMO,327.55,3.60,3.58,2459559.5
54230023,N,27.72,0.5050,1.807,0.895,4.51,0.0101,APO,258.11,2.72,2.43,2459557.5
54230022,N,27.63,0.4838,1.87,0.965,7.85,0.0242,APO,257.32,2.77,2.56,2459557.5
54230024,N,29.41,0.6491,1.717,0.602,2.03,0.000121,APO,258.64,2.83,2.25,2459556.5
54230025,N,25.60,0.4441,1.709,0.950,2.62,0.0144,APO,65.03,2.47,2.23,2460200.5
54230026,N,27.38,0.5374,2.055,0.951,5.89,0.00259,APO,79.91,3.16,2.95,2460200.5
54230027,N,22.35,0.6127,2.372,0.919,4.68,0.00886,APO,277.58,3.83,3.65,2460200.5
54230028,N,28.29,0.1601,0.9336,0.784,11.62,0.000193,ATE,77.81,1.08,0.902,2460200.5
54230029,N,24.83,0.1606,0.8906,0.748,6.74,0.00176,ATE,79.36,1.03,0.84,2460200.5
54230076,N,24.06,0.6229,2.077,0.783,0.91,0.0134,APO,18.66,3.37,2.99,2459562.5
54230077,N,28.30,0.3168,0.8881,0.607,9.95,0.000736,ATE,263.89,1.17,0.837,2460200.5
54230078,N,28.49,0.1838,1.12,0.914,0.83,0.00264,APO,89.77,1.33,1.19,2460200.5
54230079,N,24.23,0.5315,2.065,0.967,5.26,0.0118,APO,269.54,3.16,2.97,2460200.5
54230081,N,24.34,0.2564,0.8736,0.650,9.78,0.103,ATE,281.39,1.10,0.817,2460200.5
54230080,N,24.41,0.5808,2.582,1.083,15.30,0.102,AMO,269.35,4.08,4.15,2460200.5
54230482,N,23.84,0.4686,1.874,0.996,6.62,0.107,APO,310.99,2.75,2.57,2460200.5
54230516,N,22.76,0.3126,1.455,1.000,20.95,0.0155,APO,269.31,1.91,1.75,2460200.5
54230517,Y,21.19,0.3393,1.477,0.976,23.19,0.0028,APO,59.89,1.98,1.79,2460200.5
54230518,N,24.11,0.6403,1.791,0.644,8.01,0.0015,APO,269.22,2.94,2.4,2459563.5
54231112,N,27.02,0.6145,2.488,0.959,1.52,0.0105,APO,248.42,4.02,3.92,2459559.5
54231438,N,26.44,0.2417,1.091,0.828,5.05,0.00909,APO,63.12,1.36,1.14,2460200.5
54235439,N,22.74,0.3406,1.495,0.986,6.24,0.0891,APO,79.62,2.00,1.83,2460200.5
54231243,N,24.18,0.5022,1.711,0.852,1.57,0.0214,APO,26.64,2.57,2.24,2460200.5
54231259,N,27.52,0.1644,1.018,0.851,5.22,0.000121,APO,270.64,1.19,1.03,2460200.5
54231260,N,25.80,0.2237,1.277,0.992,6.64,0.00836,APO,85.90,1.56,1.44,2460200.5
54231261,N,24.27,0.4063,1.597,0.948,14.12,0.00178,APO,270.41,2.25,2.02,2459566.5
54231436,N,25.93,0.4093,1.659,0.980,3.41,0.009,APO,76.40,2.34,2.14,2460200.5
54231437,N,20.65,0.4790,2.305,1.201,20.79,0.229,AMO,266.38,3.41,3.5,2460200.5
54231439,N,27.03,0.5738,2.259,0.963,5.80,0.00422,APO,80.18,3.56,3.4,2459566.5
54231658,Y,19.90,0.5615,2.304,1.010,32.36,0.0262,APO,274.25,3.60,3.5,2460200.5
54231688,N,27.35,0.3212,1.35,0.916,0.48,0.000972,APO,287.96,1.78,1.57,2460200.5
54231689,N,25.45,0.1101,0.9436,0.840,14.71,0.0284,ATE,275.24,1.05,0.917,2460200.5
54231690,N,18.61,0.7698,2.452,0.564,9.89,0.144,APO,319.39,4.34,3.84,2460200.5
54231691,N,21.00,0.6941,1.65,0.505,6.97,0.0528,APO,91.46,2.80,2.12,2460200.5
54231710,N,20.46,0.4733,2.006,1.057,34.92,0.275,AMO,97.37,2.96,2.84,2460200.5
54231776,N,23.80,0.5803,1.86,0.781,1.31,0.0121,APO,318.05,2.94,2.54,2460200.5
54231777,N,25.85,0.6001,2.016,0.806,4.02,0.00137,APO,97.13,3.23,2.86,2460200.5
54231778,N,19.91,0.5092,2.156,1.058,7.08,0.0732,AMO,152.17,3.25,3.17,2460200.5
54231779,N,22.73,0.3443,1.88,1.233,8.11,0.248,AMO,107.63,2.53,2.58,2460200.5
54231781,N,24.64,0.2489,1.358,1.020,10.23,0.0937,AMO,99.18,1.70,1.58,2459579.5
54231780,N,26.52,0.0919,1.135,1.031,8.42,0.0472,AMO,277.11,1.24,1.21,2460200.5
54232320,N,25.08,0.7297,1.239,0.335,6.54,0.00241,APO,92.37,2.14,1.38,2459586.5
54232323,N,25.09,0.5316,1.902,0.891,8.12,0.0243,APO,96.63,2.91,2.62,2459579.5
3843455,N,24.60,0.2547,1.29,0.962,1.92,0.00202,APO,123.37,1.62,1.47,2460200.5
54232321,N,23.60,0.1460,0.9726,0.831,7.11,0.0214,ATE,292.48,1.11,0.959,2460200.5
54232322,N,25.32,0.4368,0.7165,0.404,4.01,0.0061,ATE,281.51,1.03,0.606,2460200.5
54234943,N,24.33,0.0586,0.9861,0.928,12.85,0.0591,ATE,109.86,1.04,0.979,2460200.5
54235404,N,24.58,0.6968,2.452,0.744,13.68,0.00478,APO,96.51,4.16,3.84,2459583.5
54235405,N,23.55,0.4114,1.751,1.031,15.39,0.0535,AMO,291.52,2.47,2.32,2460200.5
54235406,N,25.12,0.1702,0.8597,0.713,3.95,0.000572,ATE,302.74,1.01,0.797,2460200.5
54235407,N,22.71,0.4103,1.327,0.783,12.84,0.017,APO,93.54,1.87,1.53,2460200.5
54235408,N,23.60,0.5444,1.794,0.817,9.26,0.0716,APO,305.51,2.77,2.4,2460200.5
54235430,Y,22.03,0.5386,1.153,0.532,5.85,0.0153,APO,77.90,1.77,1.24,2460200.5
54235431,N,27.21,0.1925,1.236,0.998,6.21,0.0142,APO,286.62,1.47,1.37,2460200.5
54235433,N,28.18,0.3086,1.033,0.714,9.06,0.00439,APO,104.38,1.35,1.05,2460200.5
54235434,N,26.73,0.4648,1.853,0.992,1.13,0.00832,APO,100.99,2.71,2.52,2460200.5
54235435,N,23.95,0.1886,1.029,0.835,6.10,0.0842,APO,90.07,1.22,1.04,2460200.5
54235437,Y,21.80,0.6204,2.563,0.973,11.40,0.0024,APO,73.68,4.15,4.1,2460200.5
54235436,N,27.04,0.2837,1.198,0.858,16.43,0.0174,APO,104.58,1.54,1.31,2459585.5
54235438,N,20.95,0.4036,1.904,1.136,57.27,0.255,AMO,109.74,2.67,2.63,2459587.5
54235440,N,19.23,0.5181,1.907,0.919,51.68,0.199,APO,131.59,2.90,2.63,2460200.5
54235441,N,25.29,0.4692,1.89,1.003,12.60,0.0474,APO,287.28,2.78,2.6,2459584.5
54235463,N,29.13,0.3495,1.437,0.935,4.70,0.00072,APO,103.59,1.94,1.72,2460200.5
54235464,N,27.83,0.4933,1.948,0.987,1.36,0.0105,APO,299.77,2.91,2.72,2459584.5
54235465,N,24.33,0.3671,1.272,0.805,5.23,0.0201,APO,104.63,1.74,1.44,2460200.5
54235466,N,26.77,0.2827,0.913,0.655,1.99,0.00674,ATE,289.34,1.17,0.872,2460200.5
54235467,N,25.45,0.6589,2.871,0.979,10.85,0.0308,APO,102.68,4.76,4.86,2459585.5
54235469,N,23.91,0.4287,1.123,0.642,6.38,0.00143,APO,289.69,1.60,1.19,2460200.5
54235468,N,22.66,0.6278,2.585,0.962,2.95,0.00183,APO,177.27,4.21,4.16,2459588.5
54235470,N,28.47,0.3530,1.519,0.983,5.88,0.00293,APO,106.07,2.06,1.87,2460200.5
54235471,Y,20.97,0.5452,1.76,0.800,8.15,0.0334,APO,250.30,2.72,2.33,2460200.5
54235472,N,25.70,0.3366,0.8333,0.553,5.15,0.0202,ATE,107.73,1.11,0.761,2460200.5
54235473,N,23.48,0.5461,1.47,0.667,6.30,0.000228,APO,102.18,2.27,1.78,2460200.5
54235474,N,24.74,0.6011,2.202,0.879,6.70,0.0101,APO,103.03,3.53,3.27,2459587.5
54235475,N,25.14,0.1518,0.9547,0.810,23.32,0.0885,ATE,106.05,1.10,0.933,2460200.5
54235476,Y,21.53,0.7201,2.75,0.770,5.07,0.0289,APO,76.85,4.73,4.56,2460200.5
54235477,N,27.86,0.5202,1.874,0.899,8.14,0.00398,APO,102.49,2.85,2.57,2459587.5
54235478,N,22.38,0.6865,1.654,0.518,4.28,0.0617,APO,330.08,2.79,2.13,2459587.5
54235479,N,26.28,0.5915,2.485,1.015,8.65,0.0316,APO,289.99,3.95,3.92,2459587.5
54235480,N,26.95,0.6001,2.31,0.924,1.10,0.00588,APO,76.89,3.70,3.51,2459587.5
54235524,N,29.60,0.5872,1.946,0.803,1.39,0.00106,APO,105.63,3.09,2.71,2460200.5
54235525,N,28.39,0.4482,0.7329,0.404,2.89,0.000856,ATE,103.10,1.06,0.627,2460200.5
54235526,N,25.83,0.2567,1.125,0.836,15.25,0.0142,APO,284.61,1.41,1.19,2459586.5
54235527,N,24.86,0.6306,1.613,0.596,0.55,0.0089,APO,206.41,2.63,2.05,2459586.5
54235528,N,26.22,0.5578,1.983,0.877,8.73,0.00327,APO,284.15,3.09,2.79,2460200.5
54235529,N,19.98,0.9273,2.558,0.186,26.20,0.306,APO,92.86,4.93,4.09,2459591.5
54235530,Y,22.01,0.2390,1.194,0.908,25.52,0.00368,APO,107.27,1.48,1.3,2460200.5
54235531,N,24.27,0.4846,1.975,1.018,8.77,0.0481,AMO,290.27,2.93,2.78,2459587.5
54235532,N,26.30,0.2747,1.32,0.957,8.83,0.0056,APO,292.70,1.68,1.52,2460200.5
54235533,N,24.86,0.1246,1.089,0.954,9.98,0.0543,APO,287.90,1.22,1.14,2460200.5
54235534,N,20.21,0.5639,2.153,0.939,63.13,0.307,APO,111.06,3.37,3.16,2460200.5
54235535,N,22.54,0.3783,1.688,1.049,44.00,0.0685,AMO,102.69,2.33,2.19,2459588.5
54235536,N,25.87,0.2794,1.235,0.890,8.87,0.00213,APO,287.97,1.58,1.37,2460200.5
54235537,N,24.67,0.0343,1.064,1.027,21.77,0.046,AMO,101.05,1.10,1.1,2459586.5
54235538,N,27.39,0.6070,2.461,0.967,4.56,0.00703,APO,107.88,3.95,3.86,2460200.5
54235539,N,24.60,0.1774,1.308,1.076,18.12,0.149,AMO,287.51,1.54,1.5,2460200.5
54235540,N,23.54,0.5268,1.89,0.894,13.33,0.104,APO,106.91,2.89,2.6,2459586.5
54235541,N,26.20,0.4507,0.7919,0.435,8.25,0.0105,ATE,101.88,1.15,0.705,2460200.5
54235661,N,21.40,0.2630,1.643,1.211,33.07,0.407,AMO,290.46,2.07,2.11,2460200.5
54235660,N,25.23,0.5064,2.011,0.993,12.33,0.056,APO,101.78,3.03,2.85,2459586.5
54235662,Y,21.62,0.6264,2.39,0.893,12.61,0.025,APO,92.67,3.89,3.69,2460200.5
54235663,N,24.19,0.0389,0.983,0.945,32.50,0.0248,ATE,107.54,1.02,0.975,2459586.5
54235664,N,22.30,0.5728,2.609,1.115,0.81,0.125,AMO,189.84,4.10,4.21,2459590.5
54235665,N,26.29,0.1493,1.141,0.971,3.12,0.0136,APO,105.90,1.31,1.22,2460200.5
54235666,N,27.66,0.3348,1.485,0.988,19.02,0.00305,APO,286.86,1.98,1.81,2460200.5
54235667,N,28.95,0.2154,1.267,0.994,0.97,0.00947,APO,104.35,1.54,1.43,2460200.5
